transaction_id,customer_id,transaction_date,payment_type,merchant,amount,status,city,txn_year,txn_month,txn_month_name,txn_quarter,is_success,is_failed
T001026,C00196,2025-02-13,UPI,PhonePe,1748,Success,Hyderabad,2025,2,Feb,1,1,0
T001027,C00788,2025-03-20,UPI,PhonePe,73941,Success,Pune,2025,3,Mar,1,1,0
T001028,C00143,2025-09-02,ATM,Flipkart,83524,Success,Mumbai,2025,9,Sep,3,1,0
T001029,C00373,2025-05-18,ATM,Swiggy,12809,Success,Pune,2025,5,May,2,1,0
T001030,C01870,2025-02-09,Card,PhonePe,23290,Success,Hyderabad,2025,2,Feb,1,1,0
T001031,C01447,2025-08-05,ATM,PhonePe,19610,Success,Bangalore,2025,8,Aug,3,1,0
T001032,C00912,2025-01-08,UPI,PhonePe,15865,Success,Bangalore,2025,1,Jan,1,1,0
T001033,C00639,2025-08-28,Card,Amazon,45851,Success,Kochi,2025,8,Aug,3,1,0
T001034,C01209,2025-05-13,ATM,Amazon,65328,Success,Mumbai,2025,5,May,2,1,0
T001035,C00318,2025-06-06,Card,Zomato,86409,Success,Mumbai,2025,6,Jun,2,1,0
T001036,C00797,2025-07-20,Net Banking,Amazon,87748,Success,Hyderabad,2025,7,Jul,3,1,0
T001037,C00693,2025-03-05,Card,Flipkart,31485,Failed,Bangalore,2025,3,Mar,1,0,1
T001038,C01006,2025-02-18,Net Banking,Amazon,47065,Success,Hyderabad,2025,2,Feb,1,1,0
T001039,C01887,2025-05-03,UPI,PhonePe,12021,Success,Mumbai,2025,5,May,2,1,0
T001040,C00657,2025-08-22,Net Banking,PhonePe,84405,Success,Chennai,2025,8,Aug,3,1,0
T001041,C00657,2025-02-04,Net Banking,Flipkart,38498,Failed,Chennai,2025,2,Feb,1,0,1
T001042,C00874,2025-04-14,Net Banking,Zomato,10898,Success,Coimbatore,2025,4,Apr,2,1,0
T001043,C01007,2025-01-27,Card,PhonePe,63552,Success,Coimbatore,2025,1,Jan,1,1,0
T001044,C00627,2025-05-08,Card,Myntra,91706,Success,Coimbatore,2025,5,May,2,1,0
T001045,C01703,2025-01-11,ATM,Amazon,40354,Success,Pune,2025,1,Jan,1,1,0
T001046,C01532,2025-08-19,ATM,Myntra,41211,Success,Pune,2025,8,Aug,3,1,0
T001047,C01095,2025-01-08,UPI,Swiggy,50549,Success,Bangalore,2025,1,Jan,1,1,0
T001048,C01975,2025-05-18,UPI,Myntra,56959,Success,Chennai,2025,5,May,2,1,0
T001049,C01074,2025-08-06,ATM,PhonePe,48704,Success,Chennai,2025,8,Aug,3,1,0
T001050,C00092,2025-08-22,ATM,Amazon,60030,Failed,Kochi,2025,8,Aug,3,0,1
T001051,C01828,2025-02-26,Card,Amazon,93689,Success,Mumbai,2025,2,Feb,1,1,0
T001052,C00424,2025-05-27,UPI,Amazon,50102,Success,Mumbai,2025,5,May,2,1,0
T001053,C01412,2025-01-30,Card,Amazon,31608,Success,Mumbai,2025,1,Jan,1,1,0
T001054,C01875,2025-08-01,Card,Flipkart,51207,Success,Hyderabad,2025,8,Aug,3,1,0
T001055,C00762,2025-08-23,Net Banking,Amazon,20537,Success,Hyderabad,2025,8,Aug,3,1,0
T001056,C00505,2025-06-09,Card,Zomato,89280,Success,Mumbai,2025,6,Jun,2,1,0
T001057,C01769,2025-08-19,Card,Flipkart,85734,Success,Bangalore,2025,8,Aug,3,1,0
T001058,C00559,2025-04-15,UPI,Zomato,54316,Success,Mumbai,2025,4,Apr,2,1,0
T001059,C01726,2025-08-19,ATM,Zomato,33316,Success,Pune,2025,8,Aug,3,1,0
T001060,C01284,2025-06-27,Net Banking,Amazon,91326,Success,Pune,2025,6,Jun,2,1,0
T001061,C00264,2025-06-19,ATM,Amazon,83671,Success,Chennai,2025,6,Jun,2,1,0
T001062,C00326,2025-08-19,Net Banking,Amazon,24133,Success,Pune,2025,8,Aug,3,1,0
T001063,C00343,2025-08-30,Card,Myntra,93819,Failed,Pune,2025,8,Aug,3,0,1
T001064,C00816,2025-03-14,Card,Swiggy,74825,Success,Hyderabad,2025,3,Mar,1,1,0
T001065,C01559,2025-01-31,Net Banking,Flipkart,11438,Success,Pune,2025,1,Jan,1,1,0
T001066,C01020,2025-02-21,ATM,PhonePe,4778,Success,Bangalore,2025,2,Feb,1,1,0
T001067,C00224,2025-01-29,ATM,Amazon,50964,Success,Mumbai,2025,1,Jan,1,1,0
T001068,C01562,2025-06-27,UPI,Flipkart,57240,Success,Hyderabad,2025,6,Jun,2,1,0
T001069,C00898,2025-07-09,ATM,Zomato,78350,Success,Kochi,2025,7,Jul,3,1,0
T001070,C01358,2025-08-28,ATM,Flipkart,95115,Success,Bangalore,2025,8,Aug,3,1,0
T001071,C01165,2025-01-04,ATM,Swiggy,32973,Failed,Kochi,2025,1,Jan,1,0,1
T001072,C00718,2025-04-29,ATM,Myntra,7496,Success,Kochi,2025,4,Apr,2,1,0
T001073,C00314,2025-08-31,Card,PhonePe,8442,Success,Hyderabad,2025,8,Aug,3,1,0
T001074,C01285,2025-02-19,Card,Myntra,94626,Success,Pune,2025,2,Feb,1,1,0
T001075,C01785,2025-04-23,UPI,Flipkart,78960,Success,Coimbatore,2025,4,Apr,2,1,0
T001076,C01141,2025-02-11,ATM,PhonePe,41722,Success,Hyderabad,2025,2,Feb,1,1,0
T001077,C01403,2025-01-17,Net Banking,PhonePe,70128,Success,Kochi,2025,1,Jan,1,1,0
T001078,C01476,2025-02-13,Card,Swiggy,5137,Success,Mumbai,2025,2,Feb,1,1,0
T001079,C00213,2025-06-25,ATM,Amazon,50066,Success,Kochi,2025,6,Jun,2,1,0
T001080,C00120,2025-07-28,Net Banking,PhonePe,15781,Success,Coimbatore,2025,7,Jul,3,1,0
T001081,C01561,2025-06-10,UPI,PhonePe,71610,Success,Pune,2025,6,Jun,2,1,0
T001082,C01329,2025-07-30,Net Banking,PhonePe,84613,Success,Coimbatore,2025,7,Jul,3,1,0
T001083,C01405,2025-06-07,Net Banking,Zomato,98150,Success,Pune,2025,6,Jun,2,1,0
T001084,C01005,2025-06-06,Card,Swiggy,83553,Success,Pune,2025,6,Jun,2,1,0
T001085,C01883,2025-08-19,ATM,Zomato,70414,Success,Coimbatore,2025,8,Aug,3,1,0
T001086,C00459,2025-02-06,Card,Myntra,95910,Success,Pune,2025,2,Feb,1,1,0
T001087,C01982,2025-04-10,Card,Flipkart,48344,Success,Chennai,2025,4,Apr,2,1,0
T001088,C00885,2025-07-26,Card,Flipkart,5677,Success,Bangalore,2025,7,Jul,3,1,0
T001089,C01456,2025-08-14,ATM,Zomato,16487,Success,Chennai,2025,8,Aug,3,1,0
T001090,C00723,2025-02-23,Net Banking,Zomato,54852,Success,Coimbatore,2025,2,Feb,1,1,0
T001091,C00927,2025-04-24,Net Banking,Zomato,47752,Success,Mumbai,2025,4,Apr,2,1,0
T001092,C01363,2025-04-13,ATM,Myntra,69559,Success,Coimbatore,2025,4,Apr,2,1,0
T001093,C00445,2025-07-02,ATM,PhonePe,25606,Failed,Bangalore,2025,7,Jul,3,0,1
T001094,C01494,2025-06-18,Card,Zomato,71954,Success,Mumbai,2025,6,Jun,2,1,0
T001095,C01623,2025-04-15,Card,Myntra,40325,Success,Chennai,2025,4,Apr,2,1,0
T001096,C00290,2025-05-01,UPI,PhonePe,85590,Success,Bangalore,2025,5,May,2,1,0
T001097,C01853,2025-08-02,Net Banking,Amazon,26237,Success,Mumbai,2025,8,Aug,3,1,0
T001098,C01130,2025-08-16,ATM,Myntra,50469,Failed,Bangalore,2025,8,Aug,3,0,1
T001099,C00885,2025-02-16,Net Banking,Amazon,91059,Success,Bangalore,2025,2,Feb,1,1,0
T001100,C01163,2025-06-20,ATM,Swiggy,97876,Success,Coimbatore,2025,6,Jun,2,1,0
T001101,C01576,2025-02-09,Net Banking,PhonePe,26027,Success,Bangalore,2025,2,Feb,1,1,0
T001102,C00649,2025-04-30,ATM,Myntra,17212,Success,Chennai,2025,4,Apr,2,1,0
T001103,C00997,2025-03-22,UPI,Myntra,12822,Success,Coimbatore,2025,3,Mar,1,1,0
T001104,C00176,2025-01-06,UPI,Amazon,43551,Success,Coimbatore,2025,1,Jan,1,1,0
T001105,C00642,2025-08-27,Card,Flipkart,97563,Success,Kochi,2025,8,Aug,3,1,0
T001106,C00437,2025-03-20,UPI,Swiggy,81788,Success,Bangalore,2025,3,Mar,1,1,0
T001107,C01195,2025-08-20,Net Banking,Zomato,44483,Success,Pune,2025,8,Aug,3,1,0
T001108,C00594,2025-03-19,UPI,PhonePe,21046,Success,Bangalore,2025,3,Mar,1,1,0
T001109,C00312,2025-02-11,Net Banking,Amazon,69870,Success,Kochi,2025,2,Feb,1,1,0
T001110,C00840,2025-02-10,Net Banking,Myntra,36961,Success,Hyderabad,2025,2,Feb,1,1,0
T001111,C01851,2025-03-05,UPI,Myntra,19321,Success,Pune,2025,3,Mar,1,1,0
T001112,C00199,2025-07-13,UPI,Flipkart,50031,Success,Mumbai,2025,7,Jul,3,1,0
T001113,C00977,2025-02-13,UPI,PhonePe,90293,Failed,Kochi,2025,2,Feb,1,0,1
T001114,C00743,2025-08-27,Net Banking,PhonePe,75061,Success,Mumbai,2025,8,Aug,3,1,0
T001115,C01831,2025-01-06,Net Banking,Myntra,74389,Success,Mumbai,2025,1,Jan,1,1,0
T001116,C00696,2025-01-22,Card,Amazon,23330,Success,Kochi,2025,1,Jan,1,1,0
T001117,C00615,2025-06-23,Net Banking,Flipkart,14645,Failed,Hyderabad,2025,6,Jun,2,0,1
T001118,C01620,2025-09-03,ATM,Myntra,42134,Success,Hyderabad,2025,9,Sep,3,1,0
T001119,C01624,2025-08-31,UPI,Swiggy,79111,Failed,Chennai,2025,8,Aug,3,0,1
T001120,C01014,2025-01-05,Net Banking,Flipkart,47969,Success,Bangalore,2025,1,Jan,1,1,0
T001121,C00394,2025-05-12,Card,PhonePe,3172,Success,Coimbatore,2025,5,May,2,1,0
T001122,C01856,2025-02-12,UPI,Myntra,31400,Success,Mumbai,2025,2,Feb,1,1,0
T001123,C00539,2025-04-25,Net Banking,Swiggy,5402,Success,Kochi,2025,4,Apr,2,1,0
T001124,C01556,2025-06-18,Net Banking,Myntra,10617,Success,Mumbai,2025,6,Jun,2,1,0
T001125,C00065,2025-02-03,UPI,Myntra,75289,Success,Pune,2025,2,Feb,1,1,0
T001126,C00780,2025-02-21,Net Banking,Zomato,51007,Success,Coimbatore,2025,2,Feb,1,1,0
T001127,C01377,2025-03-11,Net Banking,Swiggy,48176,Success,Kochi,2025,3,Mar,1,1,0
T001128,C01749,2025-07-20,Net Banking,Zomato,92804,Success,Bangalore,2025,7,Jul,3,1,0
T001129,C01932,2025-03-30,Card,PhonePe,25384,Success,Bangalore,2025,3,Mar,1,1,0
T001130,C00547,2025-01-22,Net Banking,Myntra,11214,Success,Hyderabad,2025,1,Jan,1,1,0
T001131,C01871,2025-03-23,UPI,Amazon,16946,Success,Chennai,2025,3,Mar,1,1,0
T001132,C00220,2025-03-04,UPI,Flipkart,49040,Success,Bangalore,2025,3,Mar,1,1,0
T001133,C01172,2025-07-25,ATM,Amazon,9984,Success,Hyderabad,2025,7,Jul,3,1,0
T001134,C00028,2025-07-08,Card,PhonePe,9325,Success,Mumbai,2025,7,Jul,3,1,0
T001135,C01283,2025-09-05,Net Banking,Myntra,43471,Success,Kochi,2025,9,Sep,3,1,0
T001136,C00217,2025-06-06,UPI,Amazon,92394,Success,Pune,2025,6,Jun,2,1,0
T001137,C01881,2025-07-10,UPI,Flipkart,12119,Success,Mumbai,2025,7,Jul,3,1,0
T001138,C00188,2025-01-01,Net Banking,Myntra,30649,Success,Bangalore,2025,1,Jan,1,1,0
T001139,C01469,2025-01-21,Net Banking,Swiggy,82079,Success,Hyderabad,2025,1,Jan,1,1,0
T001140,C00975,2025-07-29,ATM,Myntra,65020,Success,Mumbai,2025,7,Jul,3,1,0
T001141,C00382,2025-05-01,Card,Myntra,88725,Success,Coimbatore,2025,5,May,2,1,0
T001142,C01764,2025-01-16,Net Banking,Flipkart,66630,Success,Coimbatore,2025,1,Jan,1,1,0
T001143,C00361,2025-09-07,ATM,Swiggy,18960,Success,Hyderabad,2025,9,Sep,3,1,0
T001144,C01179,2025-09-07,ATM,Myntra,16354,Success,Kochi,2025,9,Sep,3,1,0
T001145,C00156,2025-02-18,ATM,Swiggy,99227,Failed,Bangalore,2025,2,Feb,1,0,1
T001146,C00333,2025-04-12,Card,PhonePe,54138,Success,Coimbatore,2025,4,Apr,2,1,0
T001147,C00585,2025-02-25,Net Banking,Swiggy,45288,Success,Mumbai,2025,2,Feb,1,1,0
T001148,C01087,2025-01-02,Card,Swiggy,98967,Success,Coimbatore,2025,1,Jan,1,1,0
T001149,C00127,2025-01-17,Net Banking,Swiggy,96164,Success,Bangalore,2025,1,Jan,1,1,0
T001150,C01548,2025-07-29,Net Banking,Amazon,88447,Success,Coimbatore,2025,7,Jul,3,1,0
T001151,C01467,2025-04-25,UPI,Myntra,88508,Success,Mumbai,2025,4,Apr,2,1,0
T001152,C01205,2025-07-17,Card,Myntra,89370,Success,Bangalore,2025,7,Jul,3,1,0
T001153,C01965,2025-01-17,Card,Myntra,41920,Success,Chennai,2025,1,Jan,1,1,0
T001154,C01521,2025-07-27,Net Banking,Swiggy,65596,Success,Coimbatore,2025,7,Jul,3,1,0
T001155,C01002,2025-03-22,ATM,Flipkart,77069,Success,Mumbai,2025,3,Mar,1,1,0
T001156,C01415,2025-04-01,Net Banking,Zomato,60608,Success,Coimbatore,2025,4,Apr,2,1,0
T001157,C01631,2025-08-05,Net Banking,Zomato,60968,Success,Pune,2025,8,Aug,3,1,0
T001158,C00291,2025-07-08,Net Banking,Zomato,3308,Success,Coimbatore,2025,7,Jul,3,1,0
T001159,C01615,2025-03-23,Net Banking,Myntra,19680,Success,Chennai,2025,3,Mar,1,1,0
T001160,C00029,2025-04-22,ATM,Flipkart,77817,Failed,Hyderabad,2025,4,Apr,2,0,1
T001161,C00445,2025-01-25,UPI,Zomato,62003,Success,Bangalore,2025,1,Jan,1,1,0
T001162,C00691,2025-02-20,UPI,Zomato,51510,Success,Mumbai,2025,2,Feb,1,1,0
T001163,C01700,2025-09-02,Card,Flipkart,24996,Success,Bangalore,2025,9,Sep,3,1,0
T001164,C01483,2025-05-08,Net Banking,Zomato,21048,Success,Hyderabad,2025,5,May,2,1,0
T001165,C01364,2025-01-16,Card,Amazon,8869,Failed,Kochi,2025,1,Jan,1,0,1
T001166,C01446,2025-05-03,Card,Flipkart,30921,Success,Bangalore,2025,5,May,2,1,0
T001167,C01013,2025-07-25,ATM,Zomato,64391,Success,Kochi,2025,7,Jul,3,1,0
T001168,C00631,2025-06-11,ATM,Swiggy,82735,Success,Chennai,2025,6,Jun,2,1,0
T001169,C01267,2025-04-20,UPI,PhonePe,17064,Success,Hyderabad,2025,4,Apr,2,1,0
T001170,C00699,2025-07-05,Card,Myntra,16894,Success,Coimbatore,2025,7,Jul,3,1,0
T001171,C01988,2025-05-02,UPI,Amazon,58699,Success,Kochi,2025,5,May,2,1,0
T001172,C00505,2025-02-23,Card,Myntra,30697,Success,Mumbai,2025,2,Feb,1,1,0
T001173,C01849,2025-03-22,Net Banking,Swiggy,72844,Success,Kochi,2025,3,Mar,1,1,0
T001174,C01626,2025-03-26,ATM,Flipkart,42283,Success,Coimbatore,2025,3,Mar,1,1,0
T001175,C01173,2025-09-06,ATM,Myntra,77804,Success,Bangalore,2025,9,Sep,3,1,0
T001176,C01666,2025-07-29,ATM,Zomato,73932,Success,Bangalore,2025,7,Jul,3,1,0
T001177,C00040,2025-03-22,UPI,Zomato,98429,Success,Coimbatore,2025,3,Mar,1,1,0
T001178,C00659,2025-01-21,Net Banking,Zomato,79083,Success,Chennai,2025,1,Jan,1,1,0
T001179,C01940,2025-09-03,Card,Amazon,59014,Success,Mumbai,2025,9,Sep,3,1,0
T001180,C00396,2025-07-22,Card,Myntra,18854,Success,Mumbai,2025,7,Jul,3,1,0
T001181,C01593,2025-01-16,Net Banking,Flipkart,29372,Success,Bangalore,2025,1,Jan,1,1,0
T001182,C00671,2025-04-02,Net Banking,PhonePe,19252,Success,Bangalore,2025,4,Apr,2,1,0
T001183,C01960,2025-03-23,Net Banking,Swiggy,79368,Success,Hyderabad,2025,3,Mar,1,1,0
T001184,C00410,2025-07-30,ATM,PhonePe,79409,Success,Pune,2025,7,Jul,3,1,0
T001185,C01503,2025-01-16,ATM,PhonePe,66177,Success,Kochi,2025,1,Jan,1,1,0
T001186,C01620,2025-04-07,Net Banking,Myntra,1530,Success,Hyderabad,2025,4,Apr,2,1,0
T001187,C00419,2025-02-06,Card,Amazon,3877,Success,Coimbatore,2025,2,Feb,1,1,0
T001188,C01562,2025-04-18,UPI,Swiggy,61040,Success,Hyderabad,2025,4,Apr,2,1,0
T001189,C00303,2025-04-25,Net Banking,PhonePe,20675,Success,Chennai,2025,4,Apr,2,1,0
T001190,C01554,2025-03-22,UPI,Swiggy,59861,Success,Mumbai,2025,3,Mar,1,1,0
T001191,C01447,2025-06-05,Net Banking,Swiggy,21451,Success,Bangalore,2025,6,Jun,2,1,0
T001192,C00662,2025-09-02,UPI,Amazon,6971,Success,Hyderabad,2025,9,Sep,3,1,0
T001193,C01132,2025-05-03,Card,Flipkart,41422,Success,Mumbai,2025,5,May,2,1,0
T001194,C00769,2025-05-21,UPI,Myntra,57019,Success,Chennai,2025,5,May,2,1,0
T001195,C00811,2025-02-15,Card,PhonePe,99784,Success,Coimbatore,2025,2,Feb,1,1,0
T001196,C00580,2025-03-24,UPI,PhonePe,7421,Success,Mumbai,2025,3,Mar,1,1,0
T001197,C01462,2025-02-03,Net Banking,Amazon,8999,Success,Mumbai,2025,2,Feb,1,1,0
T001198,C00210,2025-05-14,ATM,Myntra,30903,Success,Kochi,2025,5,May,2,1,0
T001199,C00738,2025-09-06,Card,Swiggy,10737,Success,Bangalore,2025,9,Sep,3,1,0
T001200,C01538,2025-01-18,Net Banking,Zomato,71548,Success,Bangalore,2025,1,Jan,1,1,0
T001201,C00853,2025-06-14,Net Banking,Myntra,20414,Success,Chennai,2025,6,Jun,2,1,0
T001202,C00184,2025-07-28,ATM,Zomato,20948,Success,Mumbai,2025,7,Jul,3,1,0
T001203,C01867,2025-08-11,Card,Flipkart,31460,Success,Chennai,2025,8,Aug,3,1,0
T001204,C01400,2025-05-23,UPI,Amazon,84366,Success,Hyderabad,2025,5,May,2,1,0
T001205,C00462,2025-05-03,UPI,Amazon,28804,Success,Kochi,2025,5,May,2,1,0
T001206,C01946,2025-02-09,ATM,PhonePe,41972,Success,Chennai,2025,2,Feb,1,1,0
T001207,C01549,2025-06-12,Net Banking,Amazon,66979,Success,Coimbatore,2025,6,Jun,2,1,0
T001208,C01009,2025-01-07,Net Banking,PhonePe,9007,Success,Kochi,2025,1,Jan,1,1,0
T001209,C01208,2025-01-10,ATM,Flipkart,76480,Success,Mumbai,2025,1,Jan,1,1,0
T001210,C00716,2025-06-29,UPI,PhonePe,48349,Success,Kochi,2025,6,Jun,2,1,0
T001211,C01698,2025-02-12,Net Banking,Flipkart,20056,Success,Hyderabad,2025,2,Feb,1,1,0
T001212,C01875,2025-06-10,Card,Swiggy,73010,Success,Hyderabad,2025,6,Jun,2,1,0
T001213,C00796,2025-02-10,ATM,PhonePe,33690,Success,Kochi,2025,2,Feb,1,1,0
T001214,C00670,2025-08-18,Card,Zomato,15719,Success,Bangalore,2025,8,Aug,3,1,0
T001215,C00925,2025-01-08,Net Banking,PhonePe,85481,Success,Pune,2025,1,Jan,1,1,0
T001216,C01577,2025-04-14,ATM,Flipkart,14870,Success,Kochi,2025,4,Apr,2,1,0
T001217,C01648,2025-01-28,ATM,Flipkart,99683,Success,Chennai,2025,1,Jan,1,1,0
T001218,C01531,2025-03-18,ATM,PhonePe,39863,Success,Bangalore,2025,3,Mar,1,1,0
T001219,C00112,2025-06-15,ATM,PhonePe,33173,Success,Kochi,2025,6,Jun,2,1,0
T001220,C00049,2025-03-21,UPI,Flipkart,23813,Success,Pune,2025,3,Mar,1,1,0
T001221,C00423,2025-05-08,Net Banking,Myntra,43007,Success,Bangalore,2025,5,May,2,1,0
T001222,C00801,2025-06-04,ATM,Zomato,63037,Success,Chennai,2025,6,Jun,2,1,0
T001223,C00585,2025-07-23,ATM,Amazon,80888,Success,Mumbai,2025,7,Jul,3,1,0
T001224,C00001,2025-08-07,UPI,PhonePe,6657,Success,Pune,2025,8,Aug,3,1,0
T001225,C01940,2025-03-12,UPI,Swiggy,58434,Success,Mumbai,2025,3,Mar,1,1,0
T001226,C01164,2025-09-04,ATM,Amazon,7117,Success,Bangalore,2025,9,Sep,3,1,0
T001227,C01323,2025-02-18,Net Banking,Myntra,48966,Success,Pune,2025,2,Feb,1,1,0
T001228,C00856,2025-06-17,UPI,Swiggy,4686,Success,Hyderabad,2025,6,Jun,2,1,0
T001229,C00619,2025-02-06,Card,Zomato,26925,Success,Bangalore,2025,2,Feb,1,1,0
T001230,C01304,2025-07-10,UPI,Zomato,22982,Success,Pune,2025,7,Jul,3,1,0
T001231,C00177,2025-07-05,ATM,Zomato,76092,Success,Hyderabad,2025,7,Jul,3,1,0
T001232,C00560,2025-03-11,UPI,Myntra,73923,Success,Bangalore,2025,3,Mar,1,1,0
T001233,C01498,2025-06-27,ATM,Flipkart,8640,Success,Mumbai,2025,6,Jun,2,1,0
T001234,C00773,2025-01-08,UPI,Zomato,56787,Success,Hyderabad,2025,1,Jan,1,1,0
T001235,C00845,2025-02-14,UPI,PhonePe,5871,Success,Chennai,2025,2,Feb,1,1,0
T001236,C01965,2025-07-17,Card,Myntra,37005,Success,Chennai,2025,7,Jul,3,1,0
T001237,C00416,2025-07-25,Card,Amazon,88081,Success,Hyderabad,2025,7,Jul,3,1,0
T001238,C01786,2025-02-18,ATM,Myntra,58818,Success,Chennai,2025,2,Feb,1,1,0
T001239,C01332,2025-01-12,Net Banking,PhonePe,92236,Success,Bangalore,2025,1,Jan,1,1,0
T001240,C00475,2025-07-03,UPI,Swiggy,47814,Success,Mumbai,2025,7,Jul,3,1,0
T001241,C00753,2025-04-27,Net Banking,PhonePe,21582,Success,Bangalore,2025,4,Apr,2,1,0
T001242,C01847,2025-04-06,ATM,Swiggy,96463,Success,Coimbatore,2025,4,Apr,2,1,0
T001243,C00834,2025-02-14,Net Banking,Swiggy,61374,Failed,Coimbatore,2025,2,Feb,1,0,1
T001244,C01572,2025-03-16,ATM,Myntra,98621,Success,Kochi,2025,3,Mar,1,1,0
T001245,C01384,2025-05-19,Net Banking,Swiggy,56685,Success,Kochi,2025,5,May,2,1,0
T001246,C00519,2025-08-15,ATM,Swiggy,47111,Success,Kochi,2025,8,Aug,3,1,0
T001247,C00924,2025-07-12,ATM,Amazon,45117,Success,Hyderabad,2025,7,Jul,3,1,0
T001248,C01761,2025-06-10,ATM,PhonePe,44880,Success,Kochi,2025,6,Jun,2,1,0
T001249,C01704,2025-07-10,ATM,PhonePe,18387,Failed,Hyderabad,2025,7,Jul,3,0,1
T001250,C01623,2025-02-22,Net Banking,Amazon,55016,Success,Chennai,2025,2,Feb,1,1,0
T001251,C01027,2025-05-20,UPI,PhonePe,13707,Success,Pune,2025,5,May,2,1,0
T001252,C00522,2025-08-28,ATM,Myntra,29824,Success,Bangalore,2025,8,Aug,3,1,0
T001253,C01614,2025-03-27,Net Banking,Amazon,42762,Success,Coimbatore,2025,3,Mar,1,1,0
T001254,C01633,2025-04-06,Net Banking,PhonePe,86200,Success,Mumbai,2025,4,Apr,2,1,0
T001255,C00449,2025-05-28,Card,Myntra,53577,Success,Kochi,2025,5,May,2,1,0
T001256,C00218,2025-02-27,Net Banking,Flipkart,91056,Success,Pune,2025,2,Feb,1,1,0
T001257,C00386,2025-07-03,UPI,PhonePe,14229,Success,Chennai,2025,7,Jul,3,1,0
T001258,C01876,2025-01-19,Card,Flipkart,99164,Success,Kochi,2025,1,Jan,1,1,0
T001259,C01691,2025-02-23,UPI,Flipkart,3180,Success,Chennai,2025,2,Feb,1,1,0
T001260,C00606,2025-01-31,ATM,Flipkart,89292,Success,Hyderabad,2025,1,Jan,1,1,0
T001261,C00520,2025-04-26,UPI,Zomato,46960,Success,Coimbatore,2025,4,Apr,2,1,0
T001262,C00022,2025-06-28,Card,Swiggy,50922,Success,Coimbatore,2025,6,Jun,2,1,0
T001263,C00623,2025-04-20,Net Banking,Myntra,80683,Success,Pune,2025,4,Apr,2,1,0
T001264,C01391,2025-05-06,UPI,Zomato,41994,Success,Hyderabad,2025,5,May,2,1,0
T001265,C00524,2025-06-29,Net Banking,Zomato,98786,Success,Mumbai,2025,6,Jun,2,1,0
T001266,C00201,2025-04-19,Card,Myntra,64365,Failed,Kochi,2025,4,Apr,2,0,1
T001267,C00779,2025-01-10,Net Banking,Amazon,62342,Success,Hyderabad,2025,1,Jan,1,1,0
T001268,C00189,2025-01-22,ATM,Myntra,93896,Success,Hyderabad,2025,1,Jan,1,1,0
T001269,C00193,2025-04-27,Net Banking,Myntra,44321,Success,Bangalore,2025,4,Apr,2,1,0
T001270,C00962,2025-01-09,Card,Swiggy,72533,Success,Mumbai,2025,1,Jan,1,1,0
T001271,C01751,2025-04-26,ATM,PhonePe,53919,Success,Hyderabad,2025,4,Apr,2,1,0
T001272,C01401,2025-02-02,UPI,PhonePe,58352,Success,Pune,2025,2,Feb,1,1,0
T001273,C00372,2025-04-29,Card,Myntra,74162,Success,Hyderabad,2025,4,Apr,2,1,0
T001274,C01895,2025-05-18,UPI,Swiggy,76863,Success,Coimbatore,2025,5,May,2,1,0
T001275,C01059,2025-05-06,ATM,Zomato,38555,Success,Kochi,2025,5,May,2,1,0
T001276,C00082,2025-03-16,Card,Zomato,14475,Success,Bangalore,2025,3,Mar,1,1,0
T001277,C01984,2025-08-03,UPI,Flipkart,63295,Success,Kochi,2025,8,Aug,3,1,0
T001278,C00012,2025-04-10,ATM,Zomato,5850,Success,Chennai,2025,4,Apr,2,1,0
T001279,C00458,2025-03-29,Net Banking,Flipkart,93662,Success,Chennai,2025,3,Mar,1,1,0
T001280,C01436,2025-08-31,UPI,Amazon,21652,Success,Coimbatore,2025,8,Aug,3,1,0
T001281,C01517,2025-09-08,UPI,Zomato,65130,Success,Kochi,2025,9,Sep,3,1,0
T001282,C01432,2025-04-21,UPI,Myntra,68935,Success,Mumbai,2025,4,Apr,2,1,0
T001283,C00755,2025-06-12,UPI,Zomato,62183,Success,Chennai,2025,6,Jun,2,1,0
T001284,C00894,2025-05-23,Net Banking,Amazon,8642,Success,Kochi,2025,5,May,2,1,0
T001285,C01798,2025-08-31,Card,Zomato,52702,Success,Mumbai,2025,8,Aug,3,1,0
T001286,C00499,2025-08-21,ATM,Amazon,3260,Success,Coimbatore,2025,8,Aug,3,1,0
T001287,C01169,2025-02-17,ATM,Zomato,86589,Failed,Bangalore,2025,2,Feb,1,0,1
T001288,C00765,2025-05-23,Card,Zomato,8858,Failed,Chennai,2025,5,May,2,0,1
T001289,C01345,2025-02-17,Net Banking,Amazon,73456,Success,Bangalore,2025,2,Feb,1,1,0
T001290,C00415,2025-02-07,Card,Flipkart,97963,Success,Coimbatore,2025,2,Feb,1,1,0
T001291,C00023,2025-04-06,UPI,PhonePe,1694,Success,Mumbai,2025,4,Apr,2,1,0
T001292,C01364,2025-03-10,UPI,Swiggy,18064,Success,Kochi,2025,3,Mar,1,1,0
T001293,C00500,2025-08-09,Net Banking,Flipkart,24828,Success,Bangalore,2025,8,Aug,3,1,0
T001294,C00980,2025-05-03,ATM,Amazon,22699,Success,Mumbai,2025,5,May,2,1,0
T001295,C01298,2025-06-10,UPI,Flipkart,87535,Success,Chennai,2025,6,Jun,2,1,0
