loan_id,customer_id,loan_type,loan_amount,interest_rate,emi,status,is_active
L00455,C00538,Gold Loan,4996835,9.44,24074,Active,1
L00456,C01813,Car Loan,4887640,9.56,3494,Active,1
L00457,C01585,Business Loan,3301729,9.55,40307,Closed,0
L00458,C00119,Car Loan,2482431,13.79,26647,Active,1
L00459,C00533,Car Loan,1289959,12.39,7608,Active,1
L00460,C00281,Home Loan,1768266,10.53,46661,Closed,0
L00461,C00004,Gold Loan,3841992,7.51,57875,Closed,0
L00462,C00046,Car Loan,1152435,7.47,9509,Active,1
L00463,C00070,Car Loan,3466253,10.79,42895,Closed,0
L00464,C00725,Personal Loan,728310,7.28,6962,Closed,0
L00465,C01129,Education Loan,2681643,9.1,25744,Closed,0
L00466,C01450,Education Loan,4388722,9.69,12318,Active,1
L00467,C00339,Business Loan,512694,13.67,45162,Closed,0
L00468,C01653,Car Loan,2425750,12.64,33145,Active,1
L00469,C00037,Car Loan,3260758,10.49,42358,Active,1
L00470,C01270,Personal Loan,3501826,12.28,57751,Active,1
L00471,C00954,Home Loan,3236749,8.76,36839,Closed,0
L00472,C00291,Gold Loan,2066097,9.34,37371,Active,1
L00473,C01940,Business Loan,4880003,11.67,46235,Closed,0
L00474,C00170,Education Loan,3106381,11.45,6564,Closed,0
L00475,C00952,Education Loan,244649,7.28,37148,Active,1
L00476,C01429,Home Loan,3796866,9.74,33287,Active,1
L00477,C01798,Personal Loan,3086202,9.4,38793,Active,1
L00478,C00943,Gold Loan,2625051,8.51,18350,Active,1
L00479,C01427,Education Loan,1403008,13.06,25105,Active,1
L00480,C00872,Personal Loan,2600802,10.71,32849,Active,1
L00481,C01847,Gold Loan,1198862,13.27,18197,Active,1
L00482,C00147,Car Loan,3496388,8.8,34637,Closed,0
L00483,C01900,Home Loan,2138476,10.71,55032,Closed,0
L00484,C01515,Car Loan,763787,10.79,48556,Active,1
L00485,C00127,Personal Loan,4955838,10.46,58363,Active,1
L00486,C01668,Home Loan,214523,8.93,20721,Active,1
L00487,C00447,Home Loan,3099829,12.34,41267,Active,1
L00488,C01675,Business Loan,4977944,13.26,18821,Closed,0
L00489,C00085,Gold Loan,4914548,12.87,48670,Active,1
L00490,C00113,Gold Loan,4487755,13.46,29488,Closed,0
L00491,C01366,Business Loan,3340798,9.61,37171,Closed,0
L00492,C00319,Personal Loan,2998961,8.3,33434,Closed,0
L00493,C00800,Business Loan,3000001,10.27,27000,Closed,0
L00494,C01724,Car Loan,2664879,13.78,41097,Active,1
L00495,C01013,Education Loan,2912836,7.16,42518,Active,1
L00496,C00300,Car Loan,1144650,11.96,57049,Closed,0
L00497,C00640,Business Loan,2393100,7.96,15256,Active,1
L00498,C00185,Education Loan,3282789,7.41,26284,Active,1
L00499,C00391,Business Loan,908252,13.83,42916,Closed,0
L00500,C00156,Gold Loan,2463793,8.27,4425,Active,1
L00501,C01361,Car Loan,3879747,13.17,32452,Active,1
L00502,C00247,Personal Loan,2176080,7.36,41639,Active,1
L00503,C01060,Education Loan,1837978,9.63,52440,Active,1
L00504,C00140,Education Loan,2884810,11.48,16374,Active,1
L00505,C01498,Education Loan,1728575,11.42,34661,Closed,0
L00506,C01332,Education Loan,1876154,7.44,53723,Closed,0
L00507,C00656,Business Loan,3036661,10.56,32755,Closed,0
L00508,C00730,Car Loan,3307968,13.0,43764,Active,1
L00509,C00708,Gold Loan,4699179,10.99,17358,Active,1
L00510,C01312,Personal Loan,4174006,12.27,24017,Active,1
L00511,C01884,Car Loan,2666942,11.46,11315,Active,1
L00512,C00837,Business Loan,3971353,9.87,43898,Active,1
L00513,C00943,Car Loan,247829,9.22,8149,Active,1
L00514,C01905,Gold Loan,2962025,13.63,26137,Closed,0
L00515,C01646,Home Loan,413799,10.46,22596,Active,1
L00516,C01152,Business Loan,3417336,12.57,42700,Closed,0
L00517,C01814,Home Loan,774726,9.61,37587,Active,1
L00518,C00132,Education Loan,653216,12.14,31729,Active,1
L00519,C01214,Education Loan,115780,12.77,50790,Active,1
L00520,C01807,Education Loan,4303127,8.5,10659,Closed,0
L00521,C01554,Education Loan,1464988,11.54,20092,Active,1
L00522,C00124,Education Loan,457390,9.62,7532,Active,1
L00523,C00827,Business Loan,4088776,9.92,3688,Closed,0
L00524,C00545,Personal Loan,2849268,12.35,58991,Closed,0
L00525,C01795,Business Loan,1101744,12.14,53821,Active,1
L00526,C01239,Car Loan,3803934,7.58,51120,Active,1
L00527,C01419,Personal Loan,2124356,8.21,49286,Active,1
L00528,C00066,Gold Loan,4024901,12.47,11257,Closed,0
L00529,C01946,Education Loan,3115628,11.36,12180,Active,1
L00530,C01922,Personal Loan,2064048,12.68,55881,Active,1
L00531,C01763,Car Loan,4317409,11.29,52997,Active,1
L00532,C00665,Education Loan,2157819,13.69,16392,Active,1
L00533,C00907,Personal Loan,709492,12.16,45338,Closed,0
L00534,C01722,Education Loan,1807678,12.4,7369,Active,1
L00535,C01076,Gold Loan,3290360,12.33,50861,Closed,0
L00536,C01785,Home Loan,608949,10.96,35436,Active,1
L00537,C00717,Home Loan,2729835,9.11,22344,Closed,0
L00538,C01269,Personal Loan,966439,10.83,17571,Active,1
L00539,C00305,Car Loan,2502024,13.31,3233,Closed,0
L00540,C00396,Car Loan,916794,8.65,45682,Active,1
L00541,C01910,Car Loan,2384548,11.85,32463,Closed,0
L00542,C00521,Education Loan,969131,11.55,57795,Closed,0
L00543,C01417,Personal Loan,4976639,8.89,29806,Active,1
L00544,C00389,Home Loan,2529490,13.14,18329,Closed,0
L00545,C01133,Gold Loan,119896,12.45,57437,Active,1
L00546,C01600,Home Loan,3746376,12.35,58719,Closed,0
L00547,C01494,Car Loan,4395581,8.94,38107,Closed,0
L00548,C00111,Personal Loan,1158642,8.13,50171,Closed,0
L00549,C00776,Gold Loan,98579,7.91,39307,Active,1
L00550,C00868,Education Loan,4117631,7.89,14589,Closed,0
L00551,C01210,Personal Loan,2430058,8.78,20760,Closed,0
L00552,C01821,Home Loan,4988788,7.27,31839,Closed,0
L00553,C00609,Gold Loan,1255777,7.46,57683,Active,1
L00554,C01743,Business Loan,1662860,7.1,16670,Closed,0
L00555,C00605,Personal Loan,4160028,7.72,47754,Closed,0
L00556,C00343,Car Loan,3777580,13.13,25666,Closed,0
L00557,C00380,Personal Loan,3910419,13.88,25125,Active,1
L00558,C01410,Car Loan,4793877,12.97,11228,Closed,0
L00559,C01069,Education Loan,4413761,11.33,36403,Active,1
L00560,C00340,Personal Loan,2839063,12.94,59901,Active,1
L00561,C00690,Home Loan,1595548,13.7,14924,Closed,0
L00562,C01914,Education Loan,2244104,11.56,44923,Active,1
L00563,C00395,Personal Loan,4393808,8.78,10253,Active,1
L00564,C01901,Education Loan,129755,9.38,35381,Closed,0
L00565,C01492,Car Loan,1227629,8.14,54681,Active,1
L00566,C01740,Gold Loan,1393491,13.85,5958,Active,1
L00567,C01504,Car Loan,152426,11.44,17076,Closed,0
L00568,C00273,Home Loan,1624898,8.58,57233,Closed,0
L00569,C01312,Personal Loan,4689063,9.11,53342,Active,1
L00570,C00736,Home Loan,505773,7.88,23569,Closed,0
L00571,C00492,Business Loan,1713177,9.82,30230,Closed,0
L00572,C01311,Personal Loan,3464987,13.1,36276,Closed,0
L00573,C01497,Business Loan,2601783,11.31,42698,Closed,0
L00574,C01111,Gold Loan,2743484,12.96,10485,Active,1
L00575,C01454,Gold Loan,2646963,9.06,23656,Closed,0
L00576,C00508,Gold Loan,1405689,11.18,35636,Closed,0
L00577,C00389,Education Loan,2694481,11.07,13234,Active,1
L00578,C00182,Business Loan,4610261,10.68,28814,Active,1
L00579,C00815,Education Loan,3405898,8.61,56315,Closed,0
L00580,C00379,Business Loan,340981,11.22,9383,Closed,0
L00581,C00532,Gold Loan,992947,9.65,14287,Closed,0
L00582,C01241,Education Loan,3877768,7.04,26346,Closed,0
L00583,C01366,Business Loan,1004762,7.49,47209,Closed,0
L00584,C01811,Home Loan,3645552,9.6,20712,Closed,0
L00585,C00813,Car Loan,852244,13.84,30791,Closed,0
L00586,C01402,Gold Loan,2344360,13.83,4150,Closed,0
L00587,C00731,Personal Loan,2972819,7.71,36652,Active,1
L00588,C00534,Car Loan,3516421,8.15,40045,Active,1
L00589,C00453,Car Loan,2778025,9.95,24673,Active,1
L00590,C00686,Gold Loan,4511829,8.07,49199,Active,1
L00591,C01733,Home Loan,2561009,10.41,5381,Closed,0
L00592,C01163,Education Loan,3803652,9.86,51468,Closed,0
L00593,C01373,Education Loan,752590,8.17,39999,Active,1
L00594,C00472,Car Loan,2216286,7.68,28027,Closed,0
L00595,C01636,Business Loan,3275077,11.07,51386,Active,1
L00596,C01043,Business Loan,1306021,9.6,13813,Active,1
L00597,C01654,Car Loan,1926748,13.48,16972,Closed,0
L00598,C01310,Gold Loan,1388466,11.29,37029,Active,1
L00599,C00173,Gold Loan,723325,11.91,48115,Closed,0
L00600,C00917,Gold Loan,2263978,13.2,20275,Closed,0
L00601,C01074,Education Loan,4460350,13.42,16068,Active,1
L00602,C00007,Education Loan,581087,10.72,9365,Closed,0
L00603,C01264,Car Loan,2155683,12.86,46461,Active,1
L00604,C00807,Business Loan,4228429,13.59,46860,Active,1
L00605,C01033,Gold Loan,3966962,11.81,49760,Active,1
L00606,C00703,Personal Loan,4843986,10.89,33297,Closed,0
L00607,C01951,Home Loan,2992230,12.26,8062,Active,1
L00608,C01194,Business Loan,4941108,9.09,48761,Closed,0
L00609,C01345,Home Loan,1074708,13.41,21917,Active,1
L00610,C00800,Home Loan,2663086,7.92,32090,Closed,0
L00611,C00059,Car Loan,3052068,7.57,13998,Active,1
L00612,C01073,Gold Loan,2810416,12.97,58485,Active,1
L00613,C01331,Education Loan,301266,10.92,6241,Active,1
L00614,C00708,Education Loan,2365995,8.57,8722,Active,1
L00615,C00076,Home Loan,2662115,11.52,41167,Active,1
L00616,C00523,Education Loan,356198,12.84,10898,Active,1
L00617,C01111,Gold Loan,3059577,8.82,45911,Closed,0
L00618,C01846,Personal Loan,3408362,12.42,17940,Active,1
L00619,C01336,Car Loan,491129,10.58,3516,Closed,0
L00620,C00896,Education Loan,492804,8.88,47301,Active,1
L00621,C01511,Business Loan,3061798,12.78,32422,Active,1
L00622,C01992,Personal Loan,2752784,8.95,6019,Closed,0
L00623,C00555,Personal Loan,4481199,8.11,58853,Closed,0
L00624,C01165,Business Loan,2397993,12.66,35946,Closed,0
L00625,C00816,Business Loan,710155,10.76,55430,Closed,0
L00626,C00579,Business Loan,2419433,7.53,14516,Active,1
L00627,C00305,Personal Loan,2413213,10.99,5289,Closed,0
L00628,C01234,Gold Loan,1763299,12.3,5775,Closed,0
L00629,C00300,Education Loan,1251223,8.58,12125,Closed,0
L00630,C00554,Gold Loan,1809425,9.67,10266,Active,1
L00631,C01733,Business Loan,4527066,10.32,49361,Closed,0
L00632,C00962,Home Loan,3677677,8.13,43671,Closed,0
L00633,C01019,Gold Loan,3185072,13.41,36015,Closed,0
L00634,C01975,Home Loan,492255,10.98,19709,Closed,0
L00635,C00242,Car Loan,3198626,11.01,21320,Active,1
L00636,C01649,Business Loan,3006676,9.83,5892,Active,1
L00637,C00891,Education Loan,4269992,9.37,52867,Closed,0
L00638,C00931,Education Loan,4468414,11.22,18126,Active,1
L00639,C00629,Business Loan,3829218,12.36,55355,Active,1
L00640,C01256,Personal Loan,395604,8.59,28607,Active,1
L00641,C01791,Business Loan,4837050,10.94,11250,Closed,0
L00642,C01499,Home Loan,2129525,12.49,48081,Closed,0
L00643,C00229,Gold Loan,3163376,12.05,45080,Closed,0
L00644,C00272,Gold Loan,1637714,13.06,38065,Active,1
L00645,C00921,Gold Loan,4449681,7.06,17325,Closed,0
L00646,C00163,Education Loan,660509,10.85,24098,Active,1
L00647,C00935,Car Loan,3432698,12.48,48237,Active,1
L00648,C00081,Car Loan,3521062,9.36,24402,Closed,0
L00649,C00651,Education Loan,3320147,8.55,28262,Active,1
L00650,C00801,Personal Loan,4679566,11.67,10428,Active,1
L00651,C01877,Business Loan,1249234,12.57,56143,Active,1
L00652,C01812,Personal Loan,1818350,13.03,21623,Active,1
L00653,C00199,Home Loan,1986997,10.44,52123,Active,1
L00654,C01851,Home Loan,2585376,11.5,32227,Active,1
L00655,C01021,Gold Loan,435469,13.41,9063,Active,1
L00656,C00475,Personal Loan,2861468,12.4,57625,Active,1
L00657,C01516,Education Loan,4002298,11.96,25742,Active,1
L00658,C00166,Personal Loan,1139167,11.13,47571,Active,1
L00659,C01268,Personal Loan,251810,7.48,16705,Closed,0
L00660,C00030,Gold Loan,2447520,9.25,34083,Closed,0
L00661,C01462,Home Loan,4683268,13.22,6234,Closed,0
L00662,C01446,Car Loan,706649,13.48,8297,Active,1
L00663,C01237,Personal Loan,4567734,7.94,29967,Closed,0
L00664,C01534,Car Loan,2059419,10.82,12684,Closed,0
L00665,C01149,Personal Loan,784445,8.67,3910,Active,1
L00666,C01463,Gold Loan,1879594,13.58,39836,Active,1
L00667,C01702,Personal Loan,3688232,12.25,51967,Active,1
L00668,C01934,Gold Loan,3443915,7.49,50147,Active,1
L00669,C00582,Education Loan,3523288,7.54,21910,Closed,0
L00670,C01821,Education Loan,781759,13.34,50188,Closed,0
L00671,C01098,Home Loan,4287286,7.78,7899,Active,1
L00672,C00816,Gold Loan,2469753,11.63,12904,Active,1
L00673,C00337,Personal Loan,582620,12.2,35140,Closed,0
L00674,C01462,Gold Loan,4434085,13.93,16785,Active,1
L00675,C00086,Home Loan,375195,13.97,39670,Active,1
L00676,C01882,Home Loan,4083059,8.11,12694,Active,1
L00677,C01340,Gold Loan,4225152,9.1,51520,Closed,0
L00678,C01063,Personal Loan,340394,7.63,52881,Closed,0
L00679,C00548,Home Loan,99347,10.56,38126,Active,1
L00680,C00629,Car Loan,2150270,8.06,19263,Closed,0
L00681,C00598,Personal Loan,2287376,11.19,22666,Active,1
L00682,C01654,Education Loan,4254112,9.32,20231,Closed,0
L00683,C01534,Education Loan,413459,8.09,41257,Active,1
L00684,C01039,Gold Loan,1642242,7.57,42517,Active,1
L00685,C00767,Education Loan,624758,11.18,9141,Active,1
L00686,C00599,Gold Loan,2063469,12.17,32139,Active,1
L00687,C01902,Personal Loan,2652711,13.3,4844,Active,1
L00688,C01742,Car Loan,1260805,9.44,24104,Closed,0
L00689,C00417,Home Loan,519676,13.42,52976,Active,1
L00690,C00868,Business Loan,2511477,8.97,7340,Closed,0
L00691,C01625,Education Loan,3673170,12.84,38389,Closed,0
L00692,C00180,Gold Loan,3984496,13.48,44533,Closed,0
L00693,C01438,Personal Loan,4772857,13.7,11214,Active,1
L00694,C00618,Personal Loan,4971686,10.45,54976,Active,1
L00695,C00119,Home Loan,2638693,7.44,50343,Active,1
L00696,C01080,Gold Loan,1308677,9.41,41817,Active,1
L00697,C00434,Home Loan,3295583,9.41,10589,Closed,0
L00698,C00847,Business Loan,1401023,12.91,24299,Active,1
L00699,C00656,Personal Loan,4286379,10.6,5756,Closed,0
L00700,C01247,Education Loan,256587,12.77,20976,Closed,0
L00701,C01155,Home Loan,3182241,12.9,36160,Closed,0
L00702,C01318,Gold Loan,4972965,12.18,46134,Active,1
L00703,C00973,Gold Loan,170533,13.4,11242,Active,1
L00704,C01556,Car Loan,4071229,8.47,4432,Closed,0
L00705,C01145,Business Loan,3751337,9.32,11315,Closed,0
L00706,C00460,Personal Loan,1437504,13.1,37223,Closed,0
L00707,C00606,Home Loan,2003970,8.62,15584,Closed,0
L00708,C01131,Gold Loan,507161,13.03,47782,Active,1
L00709,C00123,Personal Loan,4079203,12.24,3987,Active,1
L00710,C00291,Personal Loan,1849665,9.22,12135,Active,1
L00711,C00678,Home Loan,3712809,8.22,23329,Active,1
L00712,C01519,Car Loan,4020843,13.28,36296,Active,1
L00713,C00343,Business Loan,3348038,12.97,20292,Active,1
L00714,C00780,Home Loan,2663927,8.57,57999,Closed,0
L00715,C00451,Gold Loan,2603625,11.09,10359,Active,1
L00716,C01722,Car Loan,2952158,11.65,32662,Closed,0
L00717,C01334,Education Loan,2525430,12.06,15835,Active,1
L00718,C00116,Car Loan,184818,8.52,5889,Closed,0
L00719,C01122,Home Loan,4251703,7.83,46426,Closed,0
L00720,C00484,Car Loan,76942,12.98,31168,Active,1
L00721,C01234,Personal Loan,3075551,13.66,38086,Active,1
L00722,C01503,Gold Loan,2365192,11.29,40316,Closed,0
L00723,C01585,Personal Loan,3768042,13.54,18611,Active,1
L00724,C00138,Personal Loan,1767014,11.88,27971,Closed,0
L00725,C00689,Education Loan,4675589,9.39,46101,Active,1
L00726,C01753,Personal Loan,1197314,7.07,37824,Active,1
L00727,C00767,Personal Loan,4613272,11.95,52509,Closed,0
L00728,C01954,Gold Loan,4886475,13.13,13025,Closed,0
L00729,C01217,Car Loan,597930,8.49,15069,Closed,0
L00730,C00812,Car Loan,687668,10.82,47778,Closed,0
L00731,C01800,Business Loan,883922,8.79,10425,Active,1
L00732,C00092,Home Loan,2276008,7.28,32715,Active,1
L00733,C00563,Home Loan,96475,10.15,32151,Active,1
L00734,C01642,Gold Loan,3582941,11.42,9553,Active,1
L00735,C01151,Gold Loan,1898966,12.43,58997,Closed,0
L00736,C01649,Personal Loan,2642078,12.83,50594,Closed,0
L00737,C00416,Personal Loan,849699,9.58,17519,Active,1
L00738,C01741,Business Loan,3943833,13.05,24001,Active,1
L00739,C00209,Education Loan,2795979,7.92,57068,Closed,0
L00740,C00205,Personal Loan,1380122,8.79,4508,Active,1
L00741,C00068,Personal Loan,2673842,11.02,35375,Closed,0
L00742,C01755,Business Loan,751552,10.73,25521,Active,1
L00743,C01309,Home Loan,1602242,8.02,33995,Closed,0
L00744,C00027,Gold Loan,4500319,11.14,27377,Closed,0
L00745,C01441,Business Loan,2240984,13.09,18002,Closed,0
L00746,C00167,Gold Loan,4757893,13.56,5492,Active,1
L00747,C01648,Education Loan,2657111,8.27,44678,Closed,0
L00748,C01199,Personal Loan,4516768,11.96,22461,Active,1
L00749,C00794,Gold Loan,2000589,13.58,49495,Closed,0
L00750,C01793,Car Loan,4170540,10.28,41762,Active,1
L00751,C00994,Gold Loan,3540299,11.28,58008,Active,1
L00752,C01265,Gold Loan,1314285,7.04,27163,Active,1
L00753,C01712,Car Loan,3953259,7.04,19450,Closed,0
L00754,C01777,Gold Loan,1633279,12.16,18141,Active,1
L00755,C00593,Personal Loan,2148393,11.36,39389,Active,1
L00756,C00741,Business Loan,4767333,13.42,57378,Active,1
L00757,C01415,Education Loan,4382706,10.29,22078,Active,1
L00758,C00490,Gold Loan,4181199,13.35,16518,Active,1
L00759,C01997,Car Loan,144949,8.0,4382,Active,1
L00760,C00042,Home Loan,4621486,7.74,48028,Active,1
L00761,C00455,Business Loan,811759,7.49,45132,Closed,0
L00762,C00026,Education Loan,2938489,9.62,40424,Closed,0
L00763,C01101,Education Loan,1461109,7.5,30283,Active,1
L00764,C00517,Business Loan,2614035,12.18,21870,Active,1
L00765,C01924,Home Loan,2848311,8.49,20089,Closed,0
L00766,C01992,Car Loan,3024047,7.15,36736,Active,1
L00767,C01834,Personal Loan,4702359,8.02,44629,Active,1
L00768,C01893,Education Loan,722627,8.63,32961,Active,1
L00769,C01191,Car Loan,4373497,10.75,53664,Active,1
L00770,C01005,Personal Loan,1253995,13.37,10998,Closed,0
L00771,C00780,Personal Loan,2975039,9.4,12338,Closed,0
L00772,C00891,Business Loan,3523764,8.5,44403,Closed,0
L00773,C00363,Home Loan,1805566,13.7,13933,Active,1
L00774,C01076,Personal Loan,1349483,12.26,34552,Active,1
L00775,C00640,Business Loan,2244341,8.67,12214,Closed,0
L00776,C01981,Gold Loan,2503688,7.2,27887,Closed,0
L00777,C00703,Business Loan,2765591,11.32,20190,Closed,0
L00778,C01147,Home Loan,1438293,8.65,50619,Active,1
L00779,C00248,Home Loan,4309131,7.7,26217,Closed,0
L00780,C01477,Business Loan,250199,12.72,51908,Active,1
L00781,C00519,Personal Loan,4380238,10.65,14522,Closed,0
L00782,C00462,Education Loan,2286172,13.32,6023,Closed,0
L00783,C01345,Car Loan,4222099,13.95,38005,Active,1
L00784,C01479,Personal Loan,1260027,9.07,5502,Closed,0
L00785,C00307,Home Loan,2440947,13.79,9221,Active,1
L00786,C00444,Car Loan,2236349,10.06,55189,Active,1
L00787,C00967,Home Loan,1465777,13.04,24077,Closed,0
L00788,C00711,Gold Loan,3327749,8.34,44311,Active,1
L00789,C01847,Car Loan,1011146,12.98,45376,Closed,0
L00790,C00949,Education Loan,979051,13.96,6703,Closed,0
L00791,C01875,Car Loan,4785834,7.95,52251,Active,1
L00792,C01268,Education Loan,3523562,9.52,37894,Closed,0
L00793,C01440,Home Loan,2222721,7.74,3006,Active,1
L00794,C01572,Education Loan,2382906,9.22,32662,Closed,0
L00795,C00765,Education Loan,2977405,13.0,41109,Active,1
L00796,C00761,Home Loan,4142313,10.01,15472,Active,1
L00797,C00973,Gold Loan,1984028,9.91,58498,Active,1
L00798,C00766,Personal Loan,4206168,7.79,9428,Closed,0
L00799,C00808,Personal Loan,494905,10.49,45523,Active,1
L00800,C01245,Car Loan,4499711,8.44,4358,Closed,0
L00801,C00352,Business Loan,3342923,8.52,18710,Active,1
L00802,C00102,Personal Loan,3435590,9.51,23958,Closed,0
L00803,C00577,Education Loan,2266282,11.78,42530,Active,1
L00804,C00811,Education Loan,4164619,8.59,12419,Active,1
L00805,C00820,Home Loan,4414600,8.73,6026,Active,1
L00806,C01868,Business Loan,3875993,12.63,54151,Active,1
L00807,C01265,Personal Loan,4958479,8.42,43176,Closed,0
L00808,C00573,Education Loan,1697310,9.55,43690,Closed,0
L00809,C01778,Education Loan,1424278,12.6,51619,Closed,0
L00810,C00597,Personal Loan,3545967,7.93,30110,Closed,0
L00811,C01732,Home Loan,4458912,10.77,57225,Active,1
L00812,C01905,Education Loan,4056620,7.43,16665,Closed,0
L00813,C00134,Business Loan,823865,9.89,31788,Active,1
L00814,C00382,Personal Loan,1059500,11.91,45132,Closed,0
L00815,C01330,Education Loan,2975202,11.13,56171,Active,1
L00816,C00612,Car Loan,4131400,10.35,14684,Active,1
L00817,C01573,Car Loan,2915812,8.58,17670,Closed,0
L00818,C01498,Education Loan,4989151,12.49,32908,Active,1
L00819,C01426,Education Loan,1204582,10.22,12854,Closed,0
L00820,C00502,Business Loan,3484234,11.61,6277,Closed,0
L00821,C00453,Home Loan,373921,13.91,41633,Active,1
L00822,C00426,Gold Loan,1863141,11.48,56988,Active,1
L00823,C00971,Business Loan,4165810,12.28,46536,Closed,0
L00824,C01769,Education Loan,1903893,11.35,7866,Active,1
L00825,C01032,Education Loan,4698314,13.28,9782,Closed,0
L00826,C00291,Education Loan,4861665,10.68,31690,Active,1
L00827,C00673,Gold Loan,1032698,13.5,26151,Closed,0
L00828,C00435,Car Loan,2567398,12.47,29995,Closed,0
L00829,C01650,Home Loan,359021,11.34,32383,Closed,0
L00830,C00936,Gold Loan,1423167,11.1,58899,Closed,0
L00831,C01589,Gold Loan,881944,9.72,29973,Active,1
L00832,C01860,Gold Loan,390352,10.81,40581,Active,1
L00833,C01167,Education Loan,4577188,13.93,28118,Active,1
L00834,C01326,Education Loan,4159814,10.17,31028,Active,1
L00835,C01277,Education Loan,3285346,8.61,27389,Active,1
L00836,C00974,Personal Loan,3430836,7.08,54800,Closed,0
L00837,C00740,Car Loan,143763,8.8,45672,Closed,0
L00838,C00234,Gold Loan,1692058,13.67,18167,Active,1
L00839,C00201,Home Loan,3904077,9.22,12777,Active,1
L00840,C00010,Gold Loan,3985429,11.18,35589,Closed,0
L00841,C01746,Gold Loan,4921413,11.6,50600,Closed,0
L00842,C00254,Business Loan,1511092,9.62,49282,Active,1
L00843,C00849,Education Loan,2239188,7.28,14212,Active,1
L00844,C00269,Business Loan,269205,8.01,14766,Closed,0
L00845,C00603,Education Loan,3683309,7.58,48649,Closed,0
L00846,C00668,Home Loan,4017590,11.89,26553,Closed,0
L00847,C00816,Education Loan,1586537,12.95,26256,Closed,0
L00848,C01668,Home Loan,2555735,13.35,38683,Active,1
L00849,C00404,Business Loan,1522752,8.38,47141,Closed,0
L00850,C00052,Business Loan,4897879,11.98,15271,Closed,0
L00851,C01823,Business Loan,701661,10.19,53214,Closed,0
L00852,C01180,Business Loan,3114756,10.13,22430,Active,1
L00853,C00910,Personal Loan,2693266,10.98,20161,Active,1
L00854,C01391,Gold Loan,3883726,7.18,56248,Closed,0
L00855,C00615,Education Loan,1344788,7.34,43652,Active,1
L00856,C00888,Car Loan,3308181,11.81,55853,Active,1
L00857,C01203,Education Loan,3902986,12.02,56900,Closed,0
L00858,C01848,Education Loan,979239,10.51,58111,Active,1
L00859,C01437,Education Loan,3487559,10.78,35120,Active,1
L00860,C01802,Gold Loan,1010496,12.08,6015,Active,1
L00861,C01894,Home Loan,3807255,10.98,33793,Closed,0
L00862,C00785,Gold Loan,439916,7.37,13495,Active,1
L00863,C00051,Gold Loan,2146864,11.82,31186,Closed,0
L00864,C01584,Personal Loan,1871818,10.58,11945,Active,1
L00865,C00704,Car Loan,1565629,7.99,42480,Closed,0
L00866,C00208,Personal Loan,2230407,13.8,45901,Closed,0
L00867,C00381,Gold Loan,961084,8.04,4519,Active,1
L00868,C00740,Car Loan,270936,11.04,9940,Active,1
L00869,C01811,Personal Loan,4824706,12.51,24843,Closed,0
L00870,C00713,Personal Loan,2812726,11.86,9392,Closed,0
L00871,C01591,Education Loan,2730147,9.91,43202,Active,1
L00872,C00864,Car Loan,2764367,7.18,42284,Active,1
L00873,C00835,Personal Loan,4338549,13.49,56013,Closed,0
L00874,C00760,Gold Loan,4169177,8.07,50796,Active,1
L00875,C01458,Home Loan,2455485,11.85,59044,Active,1
L00876,C00831,Home Loan,2561547,8.65,14622,Closed,0
L00877,C01928,Business Loan,4894456,11.35,32674,Active,1
L00878,C01229,Gold Loan,4940406,12.69,4398,Closed,0
L00879,C01225,Business Loan,4639978,7.8,40102,Active,1
L00880,C00457,Education Loan,649463,7.42,22877,Active,1
L00881,C01014,Home Loan,926955,8.57,30670,Closed,0
L00882,C00869,Business Loan,502688,13.14,28231,Closed,0
L00883,C01055,Car Loan,4570771,13.5,15411,Active,1
L00884,C00292,Gold Loan,3913846,12.57,34715,Active,1
L00885,C00689,Personal Loan,4591399,12.2,24815,Active,1
L00886,C01473,Gold Loan,4303560,11.86,43862,Closed,0
L00887,C00435,Gold Loan,2161459,13.73,57856,Closed,0
L00888,C01314,Home Loan,1978426,10.98,33313,Closed,0
L00889,C00416,Personal Loan,4360041,7.02,5000,Closed,0
L00890,C01853,Home Loan,2199076,11.67,56268,Active,1
L00891,C00338,Gold Loan,3555091,12.1,45272,Closed,0
L00892,C01302,Car Loan,1083220,12.5,56899,Closed,0
L00893,C01569,Personal Loan,1771705,12.7,3919,Active,1
L00894,C01831,Gold Loan,4677081,13.85,26872,Closed,0
L00895,C00357,Gold Loan,1643617,13.57,20009,Closed,0
L00896,C01073,Home Loan,1971229,9.09,13958,Active,1
L00897,C00131,Car Loan,3723870,11.51,29003,Closed,0
L00898,C00645,Education Loan,1890936,8.18,23755,Active,1
L00899,C01451,Gold Loan,2149764,7.76,30509,Active,1
L00900,C00935,Personal Loan,773055,8.24,17819,Active,1
L00901,C00238,Gold Loan,4925428,10.21,13082,Closed,0
L00902,C00971,Gold Loan,3392916,13.93,33307,Closed,0
L00903,C00100,Personal Loan,2797358,11.46,16388,Active,1
L00904,C00081,Car Loan,3267600,10.64,20753,Active,1
L00905,C01753,Education Loan,1359031,10.43,20761,Active,1
L00906,C00801,Business Loan,4163706,12.67,20217,Active,1
L00907,C00466,Personal Loan,3270264,8.36,49524,Active,1
L00908,C01870,Gold Loan,912385,12.63,57613,Closed,0
L00909,C01902,Home Loan,4676087,13.63,52392,Active,1
